Tweet,polarity,subjectivity,Sentiment
RT @Flaco_McGuiness: @JackPosobiec Article 5. Ukraine attacked a NATO member. Like Zelensky said... A response is required. Ukraine's deadl…,0,0,Negative
"RT @desap07: @YvesPDB @EmmanuelMacron ""Rétablissement du contrôle total de la frontière d’État par le gouvernement de l’Ukraine dans l’ense…",0,0.75,Negative
"RT @RealCandaceO: Ukraine is an intelligence operation full stop, hence the Operation Mockingbird level of support for Zelensky. 

Yesterda…",0.35,0.55,Negative
"@ASavageNation You have to wonder why Ukraine would fire their 'defensive' missiles towards Poland, when any missil… https://t.co/GG84H6PNjM",0,0,Negative
"It was wrong for Putin to invade Ukraine. That being said, I am not impressed with Zelenskyy at all https://t.co/1ZjAnLfX34",-0.5,0.95,Positive
Công dân #Syria với sự hậu thuẫn của Quân đội Ả Rập Syria đã ném đá một Đoàn xe của Mỹ đang tuần tra và buộc đoàn x… https://t.co/rxSTTg6uC3,0,0,Negative
@DOGDEGA Ukraine demands reparations. Russia sends them😁,0,0,Negative
RT @CedricMas: #Ukraine 16/11 (17) L’enquête sur les circonstances exactes est en cours mais il est certain que ce nouveau drame correspond…,0.214285714,0.571428571,Negative
RT @WarMonitor3: NASAM air defences are operating to great efficiency in Ukraine.,0.8,0.75,Negative
@skiilsy1 @rivier_michel @L_ThinkTank L'Ukraine n'a pas bombardé la Russie que je sache. Le conflit du Donbas a été… https://t.co/eJbhvExKM0,0,0,Negative
"RT @EndWokeness: Our tax dollars funded the first missiles to land on NATO territory 

Imagine seeing this news and thinking “hey, let’s gi…",0.25,0.333333333,Negative
RT @GerardAraud: L’administration Biden a géré avec retenue l’incident de la chute de missiles en Pologne. C’est à l’image d’une politique…,0,0,Negative
"RT @Tendar: Due to Russia’s constant defeats and withdrawals I see the increased probability that Putin will seek for a operational pause,…",-0.0625,0.354166667,Positive
@ukraine_map 200 S-300?,0,0,Negative
@prof_misanthrop @MrJonasDanner Ich hoffe du bist schon in Ukraine und in der erste Reihe.,0,0,Negative
@ukraine_world Russia is so corrupt that I suspect Jim Carry bribed a Russian official to ban him in order to get popular again 🤣🤣,0.033333333,0.633333333,Negative
RT @thomas_wiegold: Im @DLF erklärt gerade @jana_puglierin sehr klug die Lage rund um die Ukraine. Nachhören wenn's online steht.,0,0,Negative
"RT @THUotila: Finland to send Ukraine ""stuff that Ukraine needs"".",0,0,Negative
"The Western start position in negotiations ""complete removal of Russian troops unlikely..."" Russian starting positi… https://t.co/L8M8Herdjs",-0.066666667,0.166666667,Positive
"RT @caughtsmart: Absolutely amazing video by @1MarkMoss on the whole FTX / Biden / Ukraine / WEF / Globalist web of corruption. Watch, Like…",0.4,0.65,Negative
RT @derspiegel: Ein Feuerwehrmann soll eine Unterkunft für Flüchtlinge aus der Ukraine angezündet haben. Die Ermittler verdächtigen ihn weg…,0,0,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0,0,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
"RT @TheKeeper46: 💵💶💰#Blanchiement d'argent : Le PDG de #FTX, Sam Bankman-Fried, admet que FTX était une laverie cryptographique pour le gou…",0,0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @USAmbUN: The illegal ""referenda"" that Russia held in Ukraine and the purported annexations of Ukrainian territory by force are a violat…",-0.5,0.5,Positive
"RT @PeterBorbe: Sollte herauskommen, dass die Raketen, die auf polnischem Territorium eingeschlagen sind, ukrainische Flugabwehrraketen sin…",0,0,Negative
@nickwestes Would you have russia destroy ukraine?,-0.2,0,Positive
RT @ukrainiansquad: These warriors force you to love them. With you guys Ukraine will be free.❤️ https://t.co/b8ySXN62Gq,0.5,0.6,Negative
RT @mikailciftci63: #Poland #Polonya #rusya #Russia #Ukrayna #Ukraine #NATO #usa #AB https://t.co/e7FahRjfBJ,0,0,Negative
"RT @HOMESofFOOTBALL: #200
UKRAINE at Hampden ""LONG SLOW BEAUTIFUL HUG DANCE HAS BEGUN""2022
Eurovision winners have thrashed Scotland
(Glast…",0.166666667,0.6,Negative
"RT @berlin_bridge: russia attacked #Ukraine with est. 100 missiles yesterday. No matter whether directly or indirectly, they are responsibl…",0.1,0.4,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@RedFred67366371 @Alexey__Kovalev @MaxBlumenthal When have I claimed a Ukraine victory? You asked me why things are… https://t.co/Xry1rfzLHU,0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @KenefeManaiche: So NATO admits that Ukraine fired missiles into Poland, but adds that it was Russia’s fault. 🤡🤡🤡",0,0,Negative
RT @AZgeopolitics: 🇧🇾🇺🇦Belarusian border guards shot down a drone flying from Ukraine and violated the border of the countries -the State B…,-0.155555556,0.288888889,Positive
"RT @UAWeapons: #Ukraine: A Russian BMD-4M airborne infantry fighting vehicle was destroyed by the Ukrainian army in Ishchenka, #Kherson Obl…",0,0,Negative
"@CreRoxana1 @BugmanBelfast @Gerashchenko_en I saw that video of him younger where Solovyiev was saying that ""we cou… https://t.co/2vISBuuDdX",0,0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
"RT @Faytuks: BREAKING: ""This is getting ridiculous. The Ukrainians are destroying [our] confidence in them. Nobody is blaming Ukraine and t…",-0.266666667,0.5,Positive
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
"RT @Maks_NAFO_FELLA: White House Statement :

 — The US trusts the Polish investigation into the explosion, which established that the inci…",0,0,Negative
"https://t.co/41OadcIVbX 
  The man, whose details have not been disclosed, is currently in Ukraine and the investig… https://t.co/kuLp50PtoR",0,0.4,Negative
"RT @CanadianKitty1: ‼️KADYROV: The SBU can't find me in any way. The whole world knows that I am in the center of Grozny, and the stupid se…",-0.233333333,0.5,Positive
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
@SuhaylBeginsel @KhrystynaSerdy2 @mfa_russia @mod_russia @NATO @StateDept @PolandMFA @rusemb_pl @RusEmbUSA… https://t.co/6p5Gz9DlXt,0,0,Negative
"RT @sumlenny: Russian missiles hit Polish Przewodow directly at the electricity power line which connects the EU with Ukraine, close to Dob…",0.05,0.2,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
@flossenkrebs @nexta_tv Yes and which they are recieving weapons .. I stand with Ukraine also,0,0,Negative
"RT @BenoitBoullay: Quand on pense que Macron a donné 1/3 de notre artillerie à l'Ukraine, c'est quand même d'une incroyable légèreté à la l…",0,0,Negative
@Nigel_Farage Zelensky is a lying little clown - what is he saying now that American intelligence and nato have sai… https://t.co/lEzBBK64K1,-0.09375,0.25,Positive
"@jmglobalaffairs @IAPonomarenko Only a madman would like to escalate this war to the nuclear conflict, but trust me… https://t.co/Xi95QmoKdw",0,1,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
Глава британской контрразведки: война в Украине – сильнейший удар по разведке Россиии https://t.co/iq9V91GBwP,0,0,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
@TyrusWolv @NOELreports @YvanR11 They need access to Ukraine. They need Chicken nuggets,-0.6,0.95,Positive
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
RT @SierraSmith84: MTG calls for an audit of all US aid and funding to the Ukraine 🇺🇸,0,0,Negative
Tinfoil hat on: I think Russia did it. Russia sent 100 rockets yesterday. Ukraine is known for its competence. Russ… https://t.co/k4D5dpdggg,0,0,Negative
"RT @KyivIndependent: ⚡️ CNN: Ukraine tells US, allies it attempted missile interception near Poland.

Ukraine informed the U.S. and its all…",0.1,0.4,Negative
"RT @PChaibriant: l'article 5 de l'OTAN stipule que quand un pays membre est attaqué on doit le défendre.
#Zelensky a bombardé la Pologne, o…",0,0,Negative
RT @MAGA1776KAG: Just think if President Trump's largest donor was FTX and laundered money through Ukraine and it was sent back to the Repu…,0,0,Negative
@KimDotcom Russia did not start this war. Ukraine started this war because they tried to genocide the Russian peopl… https://t.co/VrCWQ4jE8k,0,0,Negative
"RT @CanadianKitty1: the time! You don't have to look for me. By the way, I have already been to Ukraine a couple of times, and I did not se…",0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @KimDotcom: Ukraine executed the false flag attack on Poland so poorly that there was no chance to blame Russia without losing all credi…,-0.4,0.6,Positive
"RT @sumlenny: Russian missiles hit Polish Przewodow directly at the electricity power line which connects the EU with Ukraine, close to Dob…",0.05,0.2,Negative
"RT @NOELreports: Air defense systems provided by the US and allied countries help Ukraine protect the civilian population, and the American…",0,0,Negative
RT @ukr_arthistory: Just look at these incredibly beautiful traditional Ukrainian clothes and necklaces. In 1910 Ukraine was still colonize…,0.425,0.875,Negative
RT @ReutersWorld: Fears of war spillover ease after NATO says missile on Poland was Ukrainian stray https://t.co/TNktdhr89D https://t.co/Vu…,0,0,Negative
RT @MinPres: One thing is clear: this would not have happened without Russia’s horrific missile attacks against Ukraine. We continue to sup…,-0.45,0.691666667,Positive
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
"RT @UkraineNewsLive: ⚡🇺🇦💪The remains of the #Russian low-altitude radar ""Podlet K1"" in Chernobaevka

Judging by the hole under the bottom,…",0,0,Negative
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",-0.225,0.375,Positive
RT @ferryman4747: #PolandMissileStrike #Ukraine #FTXScandal https://t.co/yt7AW7n5jl,0,0,Negative
"RT @francis_scarr: The loss of Kherson has unleashed levels of discontent on 🇷🇺 state TV that I'm yet to see in the war

Maxim Yusin says U…",0,0,Negative
"RT @watchmen19_mrt: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Z…",0.25,0.85,Negative
RT @avischarf: WSJ exculsive: Ukraine managed to land an Iranian Mohajer6 drone used by Russia. They found majority of parts originate in t…,0,0,Negative
"RT @tsidpod: LIVE in a bit...

 On the Docket:
* Dave Chappelle Takes Over SNL
* Trump’s “big announcement”
* Russia “Bombs Poland”
* Ukrai…",0.068181818,0.3,Negative
"Keep denying #NATO conclusions on the rocket incident in #Poland, is doing big harm to the relation between… https://t.co/VhNHb5KNPA",0,0.1,Negative
"RT @krolszydercow: Jeśli potwierdzi się, że pocisk został wystrzelony z terytorium ukrainy to w tym momencie należy jak najszybciej zakończ…",0,0,Negative
RT @Bubblebathgirl: Why did Biden just ask Congress for $37 billion for Ukraine — didn’t Ukraine get caught laundering US aid through FTX t…,0,0,Negative
RT @apmassaro3: F-16s for Ukraine,0,0,Negative
"RT @BonginoReport: How deep does the rabbit hole go? 👇👇
https://t.co/SsEzN7nDeW",0,0.4,Negative
Council announce increased support for Homes for Ukraine programme. Read more https://t.co/2vNCif0o0i #localnews… https://t.co/xvDOrGuBLs,0.5,0.5,Negative
"RT @RealCandaceO: Ukraine is an intelligence operation full stop, hence the Operation Mockingbird level of support for Zelensky. 

Yesterda…",0.35,0.55,Negative
"RT @PChaibriant: l'article 5 de l'OTAN stipule que quand un pays membre est attaqué on doit le défendre.
#Zelensky a bombardé la Pologne, o…",0,0,Negative
"#oneplateau REST IN POWER #HERO'S GIVE #VICTIMS #THEPOWER 
@visegrad24 100 foreign volunteer soldiers who sacrifice… https://t.co/pBt3dANdkz",-0.125,0.125,Positive
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
RT @its_the_Dr: But we give 100 Billion dollars to Ukraine? https://t.co/RIrm8EdcHS,0,0,Negative
"RT @apmassaro3: God bless Poland, which has been nothing short of heroic since Russia launched its genocidal invasion of Ukraine. Russian t…",0.233333333,0.4,Negative
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
RT @Tagesspiegel: Um russische Kriegsverbrechen zu stoppen: Menschenrechtler auf Berliner Konferenz fordern weitere Waffen für die #Ukraine…,0,0,Negative
"@shashj The war started eight months ago and only NOW they are sending a letter of intent?
The same issue with NLAW… https://t.co/LtyM5SGD0r",0,0.5625,Negative
"RT @POTUS: We also reaffirmed our continued readiness to hold Russia accountable for its brazen attacks on Ukraine, even as the G20 meets t…",0,0,Negative
"RT @kk8HydbiX59fx41: おはようレオン😊

メキシコ🇲🇽3日目

現在11/16 13:35

マイナス15時間の時差

そして高地故の軽い頭痛

取り敢えず頑張ってます🫡

#朝活
#プログラミング
#筋トレ
#おは戦41117nm
#Ukraine
と
#…",0,0,Negative
"RT @JackPosobiec: James LaPorta spread Biden disinformation that could have caused WW3 

We now know Ukraine fired these missiles, not Russ…",0,0,Negative
"🟢Spotify Daily Viral  Songs
#ShinunogaEWa  #FujiiKaze
❼11/15付
Sweden 52位(55)
Switzerland 52位(48)
Taiwan 46位(41)
Tha… https://t.co/YJTbwoHyFs",0,0,Negative
"RT @vtchakarova: German Chancellor Scholz: It doesn't matter to Germany whose missile fell in Poland, in any case it is Russia's fault beca…",0,0,Negative
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
@yaboytroy27 @JuanSandrik @JosestrellaJo @RIPlegacyAuto @DougJumper @bernardosillvva @Cartoonvision14 @Dexify29… https://t.co/iBTsaGzzpp,0,0,Negative
"RT @MadeInTheUSANJ: @DonaldJTrumpJr Take your warmongering distractions and propaganda back to Trump social where it’s welcome, Junior. We…",0.183333333,0.266666667,Negative
RT @Omerta_officiel: « Quand les Américains commenceront à utiliser les mots « diplomatie » et « négociation » nous entrerons dans une nouv…,0,0,Negative
"RT @ukrainiansquad: 🇺🇦Winter will be so cold, but Ukrainian soldiers will continue to fight for Ukraine and for the world. Tell them your s…",-0.6,1,Positive
RT @AnaNFT_: GN fam from a charity piece I did for Ukraine 🖤 https://t.co/wlZJY0EM7X,0,0,Negative
RT @canmericanized: Ukraine can sort itself out. IDGAF nor do I feel obliged to pay for this bullshit.,0,0,Negative
RT @UaNews_online: Sweden has announced its biggest aid package for Ukraine worth SEK 720 million https://t.co/g21w8igm9S,0.3,0.1,Negative
"RT @SudRadio: 📢Guerre en #Ukraine : Le point sur le tir qui a frappé la #Pologne

🗣️Jacques Baud : ""Le communiqué disait que le missile éta…",0,0,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"Russia-Ukraine War l How Putin’s Long-Range Artillery System BM-30 Smerch Stacks Up Against HIMARS
#NATO #Poland… https://t.co/fl9IuSArkV",0,0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
@uamemesforces Na Twitterze wszyscy gniewni a gdyby padło jechać na te Ukrainę i walczyć to byście tysiącami spiepr… https://t.co/i0CyJDIHuF,0,0,Negative
RT @SecBlinken: Spoke with Ukrainian Foreign Minister @DmytroKuleba today after Russia’s missile storm took out more critical energy infras…,0.125,0.475,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
US Says Chinese Attack On Taiwan Would Be “Mistake” Like Ukraine Invasion https://t.co/bLE2TiCsGe,0,0,Negative
"RT @Sujodamystique: Everybody went from

""Russia must pay for firing those missiles at Poland that killed 2 people!!Its a declaration of wa…",-0.2,0,Positive
"RT @PrisonPlanet: ""Preliminary assessments from US intelligence later suggesting the missile was fired by Ukrainian forces at an incoming R…",0,0,Negative
RT @GlasnostGone: Damming assessment of Putin's invasion of #Ukraine. US Joint Chiefs of Staff Chairman Gen. Mark Milley says “Russians fai…,0,0,Negative
RT @nev101101: Inflation is the highest since 1981. Who was in power in 1981? The Tories. There are two reasons apart from the war in Ukrai…,0,0,Negative
"RT @Alice_Weidel: Die #Ukraine ehrt 3 deutsche Journalisten mit einem Verdienstorden - weil die mit dafür gesorgt hätten, deutsche Waffen i…",0,0,Negative
"RT @RepMTG: Biden wants more money, $37.7 billion, for Ukraine but still refuses to do anything for America’s border.

Biden is the best bu…",0.566666667,0.3,Negative
@Nigel_Farage He is not trustworthy at all. I think that Ukraine has made it clear they understand that if they lie… https://t.co/YhdugaR53W,0.1,0.383333333,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @MayraFlores2022: Not a penny more should be sent to Ukraine until a full detailed investigation and audit is done.,0.416666667,0.6,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
@bennyjohnson Want another fact? Russia invaded Ukraine.,0,0,Negative
"RT @trapperjohn37: So if I understand it right we sent money to Ukraine, then Ukraine invests money in a crypto scam that then spends 40 mi…",0.285714286,0.535714286,Negative
"@macergifford I would love to follow him, but het tweets in Ukraine-language...which I cannot read at all",0.5,0.6,Negative
"RT @Arslon_Xudosi: #Ukraine: Hundreds of 120mm mortar shells left behind by Russian forces, likely in Kherson oblast. https://t.co/pcgbb8Oo…",-0.1,0.425,Positive
@Timcast @elonmusk No that was Ukraine.,0,0,Negative
"The Independent: ‘We will survive,’ says Zelensky despite huge power cuts after Russia fires 100 missiles on Ukrain… https://t.co/MkTJKEwssv",0.2,0.5125,Negative
RT @jacksonhinklle: I was called a dangerous conspiracy theorist yesterday for stating that Ukraine was responsible for the deadly missile…,-0.2,0.616666667,Positive
"YESTERDAY
Mass Media Hysteria over reporst of Russian missiles hitting Polish village, POTENTIALLY starting a WORLD… https://t.co/2kVzIELXvW",0,0.05,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
https://t.co/apJM9SxqIf,0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @thomas_dudek: Zur Erinnerung, da jetzt hier viele wegen Przewodow in Polen und der ukrainischen S-300 Russland reinwaschen. Dass die Uk…",0,0,Negative
@JackPosobiec Ukraine is NATO's bait against Russia. They'll never fight Ukraine because Ukraine is dying naturally… https://t.co/ItWgd7NFD2,0,0,Negative
@KoelnTagblatt Laut ZDF sind 71% bereit weiterhin die hohen Energiepreise zu zahlen....für die Ukraine. Also: deine… https://t.co/4heDwIhrA9,0,0,Negative
RT @Flaco_McGuiness: @JackPosobiec Article 5. Ukraine attacked a NATO member. Like Zelensky said... A response is required. Ukraine's deadl…,0,0,Negative
"RT @desap07: @YvesPDB @EmmanuelMacron ""Rétablissement du contrôle total de la frontière d’État par le gouvernement de l’Ukraine dans l’ense…",0,0.75,Negative
"RT @RealCandaceO: Ukraine is an intelligence operation full stop, hence the Operation Mockingbird level of support for Zelensky. 

Yesterda…",0.35,0.55,Negative
"@ASavageNation You have to wonder why Ukraine would fire their 'defensive' missiles towards Poland, when any missil… https://t.co/GG84H6PNjM",0,0,Negative
"It was wrong for Putin to invade Ukraine. That being said, I am not impressed with Zelenskyy at all https://t.co/1ZjAnLfX34",-0.5,0.95,Positive
Công dân #Syria với sự hậu thuẫn của Quân đội Ả Rập Syria đã ném đá một Đoàn xe của Mỹ đang tuần tra và buộc đoàn x… https://t.co/rxSTTg6uC3,0,0,Negative
@DOGDEGA Ukraine demands reparations. Russia sends them😁,0,0,Negative
RT @CedricMas: #Ukraine 16/11 (17) L’enquête sur les circonstances exactes est en cours mais il est certain que ce nouveau drame correspond…,0.214285714,0.571428571,Negative
RT @WarMonitor3: NASAM air defences are operating to great efficiency in Ukraine.,0.8,0.75,Negative
@skiilsy1 @rivier_michel @L_ThinkTank L'Ukraine n'a pas bombardé la Russie que je sache. Le conflit du Donbas a été… https://t.co/eJbhvExKM0,0,0,Negative
"RT @EndWokeness: Our tax dollars funded the first missiles to land on NATO territory 

Imagine seeing this news and thinking “hey, let’s gi…",0.25,0.333333333,Negative
RT @GerardAraud: L’administration Biden a géré avec retenue l’incident de la chute de missiles en Pologne. C’est à l’image d’une politique…,0,0,Negative
"RT @Tendar: Due to Russia’s constant defeats and withdrawals I see the increased probability that Putin will seek for a operational pause,…",-0.0625,0.354166667,Positive
@ukraine_map 200 S-300?,0,0,Negative
@prof_misanthrop @MrJonasDanner Ich hoffe du bist schon in Ukraine und in der erste Reihe.,0,0,Negative
@ukraine_world Russia is so corrupt that I suspect Jim Carry bribed a Russian official to ban him in order to get popular again 🤣🤣,0.033333333,0.633333333,Negative
RT @thomas_wiegold: Im @DLF erklärt gerade @jana_puglierin sehr klug die Lage rund um die Ukraine. Nachhören wenn's online steht.,0,0,Negative
"RT @THUotila: Finland to send Ukraine ""stuff that Ukraine needs"".",0,0,Negative
"The Western start position in negotiations ""complete removal of Russian troops unlikely..."" Russian starting positi… https://t.co/L8M8Herdjs",-0.066666667,0.166666667,Positive
"RT @caughtsmart: Absolutely amazing video by @1MarkMoss on the whole FTX / Biden / Ukraine / WEF / Globalist web of corruption. Watch, Like…",0.4,0.65,Negative
RT @derspiegel: Ein Feuerwehrmann soll eine Unterkunft für Flüchtlinge aus der Ukraine angezündet haben. Die Ermittler verdächtigen ihn weg…,0,0,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0,0,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
"RT @TheKeeper46: 💵💶💰#Blanchiement d'argent : Le PDG de #FTX, Sam Bankman-Fried, admet que FTX était une laverie cryptographique pour le gou…",0,0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @USAmbUN: The illegal ""referenda"" that Russia held in Ukraine and the purported annexations of Ukrainian territory by force are a violat…",-0.5,0.5,Positive
"RT @PeterBorbe: Sollte herauskommen, dass die Raketen, die auf polnischem Territorium eingeschlagen sind, ukrainische Flugabwehrraketen sin…",0,0,Negative
@nickwestes Would you have russia destroy ukraine?,-0.2,0,Positive
RT @ukrainiansquad: These warriors force you to love them. With you guys Ukraine will be free.❤️ https://t.co/b8ySXN62Gq,0.5,0.6,Negative
RT @mikailciftci63: #Poland #Polonya #rusya #Russia #Ukrayna #Ukraine #NATO #usa #AB https://t.co/e7FahRjfBJ,0,0,Negative
"RT @HOMESofFOOTBALL: #200
UKRAINE at Hampden ""LONG SLOW BEAUTIFUL HUG DANCE HAS BEGUN""2022
Eurovision winners have thrashed Scotland
(Glast…",0.166666667,0.6,Negative
"RT @berlin_bridge: russia attacked #Ukraine with est. 100 missiles yesterday. No matter whether directly or indirectly, they are responsibl…",0.1,0.4,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@RedFred67366371 @Alexey__Kovalev @MaxBlumenthal When have I claimed a Ukraine victory? You asked me why things are… https://t.co/Xry1rfzLHU,0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @KenefeManaiche: So NATO admits that Ukraine fired missiles into Poland, but adds that it was Russia’s fault. 🤡🤡🤡",0,0,Negative
RT @AZgeopolitics: 🇧🇾🇺🇦Belarusian border guards shot down a drone flying from Ukraine and violated the border of the countries -the State B…,-0.155555556,0.288888889,Positive
"RT @UAWeapons: #Ukraine: A Russian BMD-4M airborne infantry fighting vehicle was destroyed by the Ukrainian army in Ishchenka, #Kherson Obl…",0,0,Negative
"@CreRoxana1 @BugmanBelfast @Gerashchenko_en I saw that video of him younger where Solovyiev was saying that ""we cou… https://t.co/2vISBuuDdX",0,0,Negative
"So, technically we are funding both sides of this war, when are people gonna wake up??

Big out of sync. While the… https://t.co/6w9rG1tUeV",0,0.1,Negative
"RT @BlogUkraine: #266dayofwar

⚡#Czech Republic plan to train up to 4000 Ukrainian troops⚡ 

#UkraineWar #StandWithUkraine #UkraineRussiaWa…",0,0,Negative
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
"RT @NewsNation: An explosion in Poland that killed two was likely caused by a Ukrainian air defense missile, NATO officials said. Officials…",-0.1,0.5,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @PrisonPlanet: They blamed a potentially world war escalating missile attack on Russia, when Ukraine fired the missile, and we're all ju…",0,1,Negative
RT @ChildrenUKR: This account is founded by #NAFOfellas worldwide as an effort to raise awareness about the children stolen from Ukraine.…,0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
RT @ukraine_world: Not a single house survived.. Ukraine's defence ministry @DefenceU showed into what Russia turned Makiivka in Luhansk Ob…,0.035714286,0.214285714,Negative
"Guardian News: Zelenskiy: '85 rocket strikes launched on Ukraine'.
https://t.co/de9v7oMKXF

via @GoogleNews",0,0,Negative
